"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
60,"RL",66,13682,"Pave","IR2","HLS","CulDSac",1,"StoneBr","Norm","Norm","1Fam","2Story",10,5,134,56,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,4,3,"PConc",4,3,5,2,0,2,0,1410,1410,"GasA",5,"Y","SBrkr",1426,1519,0,2945,0,0,3,1,1,4,10,"Typ",1,"BuiltIn",106,"Fin",3,641,3,3,"Y",192,0,37,0,0,0,0,10,0,"New","Partial",438780
20,"RL",60,7200,"Pave","Reg","Bnk","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",5,7,100,22,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",2,3,4,6,632,2,0,148,780,"GasA",5,"Y","SBrkr",780,0,0,780,0,0,1,0,1,3,4,"Typ",0,"Detchd",73,"Unf",1,352,3,3,"Y",196,0,0,0,0,0,0,1,2,"WD","Normal",124900
20,"RL",63,13072,"Pave","Reg","Lvl","Inside",1,"SawyerW","RRAe","Norm","1Fam","1Story",6,5,132,54,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,2,6,941,2,0,217,1158,"GasA",5,"Y","SBrkr",1158,0,0,1158,1,0,1,1,1,4,5,"Typ",0,"Detchd",106,"Unf",2,576,3,3,"Y",0,50,0,0,0,0,0,5,0,"New","Partial",158000
75,"RM",60,7200,"Pave","Reg","Lvl","Inside",1,"IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,48,46,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"BrkTil",2,2,2,2,0,2,0,530,530,"GasA",3,"N","SBrkr",581,530,0,1111,0,0,1,0,1,2,6,"Typ",0,"Detchd",35,"Unf",1,288,3,3,"N",0,0,144,0,0,0,0,3,1,"WD","Normal",101000
120,"RL",44,6442,"Pave","IR1","Lvl","Inside",1,"NridgHt","Norm","Norm","TwnhsE","1Story",8,5,134,56,"Gable","CompShg","VinylSd","VinylSd","Stone",178,3,3,"PConc",3,4,3,7,24,2,0,1346,1370,"GasA",5,"Y","SBrkr",1370,0,0,1370,0,0,2,0,1,4,6,"Typ",1,"Attchd",106,"RFn",2,484,3,3,"Y",120,49,0,0,0,0,0,10,1,"WD","Normal",202500
70,"RM",50,10300,"Pave","IR1","Bnk","Inside",1,"OldTown","RRAn","Feedr","1Fam","2Story",7,6,49,0,"Gable","CompShg","Stucco","Stucco","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,576,576,"GasA",4,"Y","SBrkr",902,808,0,1710,0,0,2,0,1,3,9,"Typ",0,"Detchd",90,"Unf",2,480,3,3,"Y",12,11,64,0,0,0,0,4,4,"WD","Normal",140000
60,"RL",75.796,9375,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","2Story",7,5,125,48,"Gable","CompShg","VinylSd","VinylSd","BrkFace",573,2,3,"PConc",3,3,2,7,739,2,0,318,1057,"GasA",5,"Y","SBrkr",1057,977,0,2034,1,0,2,1,1,4,8,"Typ",0,"Attchd",98,"RFn",2,645,3,3,"Y",576,36,0,0,0,0,0,2,3,"WD","Normal",219500
60,"RL",76,9591,"Pave","Reg","Lvl","Inside",1,"NridgHt","Norm","Norm","1Fam","2Story",8,5,132,55,"Gable","CompShg","VinylSd","VinylSd","BrkFace",344,3,3,"PConc",4,3,4,2,0,2,0,1143,1143,"GasA",5,"Y","SBrkr",1143,1330,0,2473,0,0,2,1,1,4,9,"Typ",1,"BuiltIn",104,"RFn",3,852,3,3,"Y",192,151,0,0,0,0,0,10,1,"WD","Normal",317000
20,"RL",102.755766666667,19900,"Pave","Reg","Lvl","Inside",1,"NAmes","PosA","Norm","1Fam","1Story",7,5,98,39,"Gable","CompShg","Plywood","Plywood","BrkFace",287,2,3,"CBlock",3,3,5,7,912,2,0,1035,1947,"GasA",3,"Y","SBrkr",2207,0,0,2207,1,0,2,0,1,3,7,"Min1",1,"Attchd",70,"RFn",2,576,3,3,"Y",301,0,0,0,0,0,0,7,4,"WD","Normal",180000
20,"RL",72,10665,"Pave","IR1","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",7,5,131,53,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,3,3,"PConc",3,3,4,7,1013,2,0,440,1453,"GasA",5,"Y","SBrkr",1479,0,0,1479,1,0,2,0,1,4,7,"Typ",0,"Attchd",103,"RFn",2,558,3,3,"Y",144,29,0,0,0,0,0,6,1,"WD","Normal",226000
30,"RM",47,4608,"Pave","Reg","Lvl","Corner",1,"OldTown","Artery","Norm","1Fam","1Story",4,6,73,0,"Gable","CompShg","MetalSd","MetalSd","None",0,2,4,"CBlock",2,3,2,2,0,2,0,747,747,"GasA",3,"Y","SBrkr",747,0,0,747,0,0,1,0,1,3,4,"Typ",0,"Attchd",45,"Unf",1,220,3,3,"Y",0,0,0,0,0,0,0,6,4,"WD","Normal",80000
50,"RL",81,15593,"Pave","Reg","Lvl","Corner",1,"ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,81,3,"Gable","CompShg","BrkFace","AsbShng","None",0,3,3,"CBlock",2,3,2,5,603,2,0,701,1304,"GasW",3,"Y","SBrkr",1304,983,0,2287,0,0,2,0,1,3,7,"Typ",1,"Attchd",53,"Fin",2,667,3,3,"Y",0,21,114,0,0,0,0,7,0,"WD","Normal",225000
20,"RL",95,13651,"Pave","IR1","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",7,6,101,23,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,2,4,"CBlock",3,3,5,6,1880,2,0,343,2223,"GasA",5,"Y","SBrkr",2223,0,0,2223,1,0,2,0,1,3,8,"Typ",2,"Attchd",73,"Fin",2,516,3,3,"Y",300,0,0,0,0,0,0,2,1,"WD","Normal",244000
20,"RL",69,7599,"Pave","Reg","Lvl","Corner",1,"Mitchel","Norm","Norm","1Fam","1Story",4,6,110,56,"Gable","CompShg","HdBoard","Plywood","None",0,2,3,"CBlock",2,3,2,6,565,2,0,280,845,"GasA",3,"Y","SBrkr",845,0,0,845,1,0,1,0,1,3,4,"Typ",0,"Detchd",87,"Unf",2,360,3,3,"Y",0,0,0,0,0,0,0,6,1,"WD","Normal",129500
60,"RL",74,10141,"Pave","IR1","Lvl","Corner",1,"Gilbert","Norm","Norm","1Fam","2Story",7,5,126,48,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,2,3,"PConc",3,3,2,2,0,2,0,832,832,"GasA",4,"Y","SBrkr",885,833,0,1718,0,0,2,1,1,3,7,"Typ",1,"Attchd",98,"Fin",2,427,3,3,"Y",0,94,0,0,291,0,0,12,3,"WD","Normal",185000
20,"RL",85,10200,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,7,82,53,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,2,3,"CBlock",2,3,2,6,320,5,362,404,1086,"GasA",4,"Y","SBrkr",1086,0,0,1086,1,0,1,0,1,3,6,"Typ",0,"Attchd",89,"Unf",2,490,3,3,"Y",0,0,0,0,0,0,0,5,4,"WD","Normal",144900
50,"RM",60,5790,"Pave","Reg","Lvl","Corner",1,"OldTown","Norm","Norm","1Fam","2Story",3,6,43,0,"Gambrel","CompShg","VinylSd","VinylSd","None",0,3,4,"CBlock",1,3,2,2,0,2,0,840,840,"GasA",4,"N","SBrkr",840,765,0,1605,0,0,2,0,2,3,8,"Typ",0,"Detchd",15,"Unf",1,379,3,3,"Y",0,0,202,0,0,0,0,5,4,"WD","Normal",107400
180,"RM",21,1596,"Pave","Reg","Lvl","Inside",1,"MeadowV","Norm","Norm","Twnhs","SLvl",4,5,101,23,"Gable","CompShg","CemntBd","CmentBd","None",0,2,3,"CBlock",3,3,5,7,462,2,0,0,462,"GasA",3,"Y","SBrkr",526,462,0,988,1,0,1,0,1,3,5,"Typ",0,"BuiltIn",73,"Unf",1,297,3,3,"Y",120,101,0,0,0,0,0,11,3,"WD","Normal",91000
20,"RL",69.5116333333333,8475,"Pave","IR1","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",4,7,84,6,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",2,3,2,6,228,2,0,724,952,"GasA",5,"Y","FuseA",952,0,0,952,0,0,1,0,1,3,4,"Typ",0,"Detchd",56,"Unf",1,283,3,3,"Y",0,0,0,0,0,0,0,4,2,"WD","Normal",135750
50,"RM",50,8635,"Pave","Reg","Lvl","Inside",1,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,76,51,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",2,3,2,5,336,7,41,295,672,"GasA",3,"Y","SBrkr",1072,213,0,1285,1,0,1,0,1,3,6,"Min1",0,"Detchd",48,"Unf",1,240,3,3,"Y",0,0,0,0,0,0,0,1,2,"WD","Normal",127000
90,"RL",72,10778,"Pave","Reg","Lvl","Inside",1,"Sawyer","Norm","Norm","Duplex","1Story",4,5,96,18,"Hip","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",2,3,2,2,0,2,0,1768,1768,"GasA",3,"N","SBrkr",1768,0,0,1768,0,0,2,0,2,3,8,"Typ",0,"Detchd",68.2548666666667,"Unf",0,0,2.824,2.811,"Y",0,0,0,0,0,0,0,4,4,"WD","Normal",136500
50,"RM",60,10440,"Pave","Reg","Lvl","Corner",1,"OldTown","Norm","Norm","1Fam","2Story",5,6,38,31,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"PConc",2,3,2,2,0,2,0,440,440,"GasA",4,"Y","SBrkr",682,548,0,1230,0,0,1,1,1,3,5,"Typ",0,"Detchd",66,"Unf",2,440,3,3,"Y",74,0,128,0,0,0,0,5,3,"WD","Normal",110000
60,"RL",100,13000,"Pave","Reg","Lvl","Corner",1,"NAmes","Norm","Norm","1Fam","2Story",6,6,96,18,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,2,4,"CBlock",3,3,2,4,448,2,0,448,896,"GasA",3,"Y","SBrkr",1182,960,0,2142,0,0,2,1,1,4,8,"Typ",1,"Attchd",68,"Fin",1,509,3,3,"Y",0,72,0,0,252,0,0,6,3,"WD","Normal",193500
120,"RM",32,4500,"Pave","Reg","Lvl","FR2",1,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,126,48,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,2,4,"PConc",4,4,2,7,1201,2,0,36,1237,"GasA",5,"Y","SBrkr",1337,0,0,1337,1,0,2,0,1,3,5,"Typ",0,"Attchd",98,"Fin",2,405,3,3,"Y",0,199,0,0,0,0,0,3,0,"WD","Normal",153500
20,"RL",78,10206,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","1Fam","1Story",8,5,135,57,"Gable","CompShg","VinylSd","VinylSd","Stone",468,2,3,"PConc",3,3,2,7,33,2,0,1530,1563,"GasA",5,"Y","SBrkr",1563,0,0,1563,0,0,2,0,1,4,6,"Typ",1,"Attchd",107,"RFn",3,758,3,3,"Y",144,99,0,0,0,0,0,10,2,"WD","Normal",245000
20,"RL",80,8892,"Pave","IR1","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,5,88,10,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,2,3,"CBlock",2,3,2,2,0,2,0,1065,1065,"GasA",4,"Y","SBrkr",1065,0,0,1065,0,0,1,1,1,3,6,"Typ",0,"Detchd",74,"Unf",2,461,3,3,"Y",74,0,0,0,0,0,0,7,1,"COD","Normal",126500
80,"RL",70.1122142857143,8530,"Pave","IR1","Lvl","Inside",1,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,123,46,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,2,3,"PConc",3,3,2,2,0,2,0,384,384,"GasA",4,"Y","SBrkr",804,670,0,1474,0,0,2,1,1,3,7,"Typ",1,"BuiltIn",95,"Fin",2,400,3,3,"Y",120,72,0,0,0,0,700,5,3,"WD","Normal",168500
60,"RL",121,16059,"Pave","Reg","Lvl","Corner",1,"NoRidge","Norm","Norm","1Fam","2Story",8,5,119,42,"Hip","CompShg","HdBoard","HdBoard","BrkFace",284,3,3,"CBlock",3,3,2,2,0,2,0,1288,1288,"GasA",5,"Y","SBrkr",1301,1116,0,2417,0,0,2,1,1,4,9,"Typ",1,"Attchd",91,"Unf",2,462,3,3,"Y",127,82,0,0,0,0,0,4,0,"WD","Normal",260000
60,"RL",122,11911,"Pave","IR2","Lvl","Inside",1,"Gilbert","Norm","Norm","1Fam","2Story",6,5,133,55,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,4,2,0,2,0,684,684,"GasA",5,"Y","SBrkr",684,876,0,1560,0,0,2,1,1,4,6,"Typ",1,"BuiltIn",105,"Fin",2,400,3,3,"Y",100,38,0,0,0,0,0,3,3,"WD","Normal",174000
160,"FV",40,3951,"Pave","Reg","Lvl","Corner",1,"Somerst","Norm","Norm","TwnhsE","2Story",6,5,137,59,"Gable","CompShg","VinylSd","VinylSd","Stone",76,3,3,"PConc",3,3,4,2,0,2,0,612,612,"GasA",5,"Y","SBrkr",612,612,0,1224,0,0,2,1,1,4,4,"Typ",0,"Detchd",109,"RFn",2,528,3,3,"Y",0,234,0,0,0,0,0,6,3,"New","Partial",164500
50,"C (all)",105,8470,"Pave","IR1","Lvl","Corner",1,"IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,43,32,"Hip","CompShg","Plywood","Plywood","None",0,1,2,"CBlock",2,2,2,2,0,2,0,1013,1013,"GasA",3,"N","SBrkr",1013,0,513,1526,0,0,1,0,1,2,6,"Typ",0,"Detchd",51.7791666666667,"Unf",0,0,2.684,2.561,"N",0,0,156,0,0,0,0,10,3,"ConLD","Abnorml",85000
20,"RL",60,8070,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",4,5,122,45,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,2,7,588,2,0,402,990,"GasA",5,"Y","SBrkr",990,0,0,990,1,0,1,0,1,3,5,"Typ",0,"Detchd",88.2763285714286,"Unf",0,0,2.818,2.854,"Y",0,0,0,0,0,0,0,8,1,"WD","Normal",123600
20,"RL",60,7200,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",4,5,78,0,"Gable","CompShg","BrkFace","Wd Sdng","None",0,2,3,"Slab",2,2.91,2.396,2.77466666666667,0,2.296,0,0,0,"GasA",3,"Y","FuseA",1040,0,0,1040,0,0,1,0,1,3,4,"Typ",0,"Detchd",50,"Unf",2,420,3,3,"Y",0,29,0,0,0,0,0,7,0,"WD","Normal",109900
20,"RL",85,8500,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,3,89,11,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,2,3,"CBlock",2,3,2,4,600,2,0,635,1235,"GasA",3,"Y","SBrkr",1235,0,0,1235,0,0,1,0,1,3,6,"Typ",0,"Attchd",61,"Unf",2,480,3,3,"Y",0,0,0,0,0,0,0,12,0,"WD","Abnorml",98600
30,"RL",80,13360,"Pave","IR1","HLS","Inside",1,"Crawfor","Norm","Norm","1Fam","1Story",5,7,49,56,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,4,"BrkTil",3,3,2,6,713,2,0,163,876,"GasA",5,"Y","SBrkr",964,0,0,964,1,0,1,0,1,3,5,"Typ",0,"Detchd",21,"Unf",2,432,3,3,"Y",0,0,44,0,0,0,0,8,3,"WD","Normal",163500
190,"C (all)",60,7200,"Pave","Reg","Lvl","Corner",1,"OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,38,48,"Hip","CompShg","MetalSd","MetalSd","None",0,2,3,"BrkTil",2,2,3,4,1046,2,0,168,1214,"GasW",5,"N","SBrkr",1260,1031,0,2291,0,1,2,0,2,3,9,"Typ",1,"Detchd",0,"Unf",2,506,3,3,"Y",0,0,0,0,99,0,0,11,1,"WD","Normal",133900
60,"RL",69,9337,"Pave","IR1","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","2Story",6,5,125,47,"Gable","CompShg","VinylSd","VinylSd","None",0,2,4,"PConc",3,3,2,7,648,2,0,176,824,"GasA",5,"Y","SBrkr",905,881,0,1786,1,0,2,1,1,4,7,"Typ",0,"Attchd",97,"RFn",2,684,3,3,"Y",0,162,0,0,0,0,0,5,1,"WD","Normal",204750
60,"RL",82.5356309523809,9765,"Pave","IR2","Lvl","Corner",1,"Gilbert","Norm","Norm","1Fam","2Story",6,8,121,43,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,4,4,"PConc",3,4,2,6,310,2,0,370,680,"GasA",4,"Y","SBrkr",680,790,0,1470,0,0,2,1,1,3,6,"Typ",1,"BuiltIn",93,"Fin",2,420,3,3,"Y",232,63,0,0,0,0,480,4,3,"WD","Normal",185000
20,"RL",78,10264,"Pave","IR1","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",7,5,127,49,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,3,3,"PConc",3,3,4,6,1162,2,0,426,1588,"GasA",5,"Y","SBrkr",1588,0,0,1588,0,0,2,0,1,4,6,"Typ",0,"Attchd",99,"RFn",2,472,3,3,"Y",158,29,0,0,0,0,0,8,0,"WD","Normal",214000
20,"RL",73,10921,"Pave","Reg","HLS","Inside",1,"Edwards","Norm","Norm","1Fam","1Story",4,5,93,15,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,2,3,"CBlock",2,3,2,4,520,2,0,440,960,"GasA",3,"Y","FuseF",960,0,0,960,1,0,1,0,1,3,6,"Typ",0,"Attchd",65,"Fin",1,432,3,3,"P",120,0,0,0,0,0,0,5,1,"WD","Normal",94750
30,"RL",85,10625,"Pave","Reg","Lvl","Corner",1,"Edwards","Norm","Norm","1Fam","1Story",5,5,48,0,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",2,3,2,6,108,2,0,350,458,"GasA",2,"N","SBrkr",835,0,0,835,0,0,1,0,1,3,5,"Typ",0,"Basment",20,"Unf",1,366,2,3,"Y",0,0,77,0,0,0,400,5,4,"COD","Abnorml",83000
20,"RL",77,9320,"Pave","IR1","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",4,5,87,9,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",2,3,2,6,569,2,0,381,950,"GasA",2,"Y","SBrkr",1225,0,0,1225,1,0,1,1,1,3,6,"Typ",0,"Attchd",58.4806,"RFn",0,0,2.778,2.84,"Y",352,0,0,0,0,0,400,1,4,"WD","Normal",128950
20,"RL",80.7946666666667,10603,"Pave","IR1","Lvl","Inside",1,"NWAmes","Norm","Norm","1Fam","1Story",6,7,105,51,"Gable","CompShg","Plywood","Plywood","BrkFace",28,2,3,"PConc",2,3,3,6,1200,2,0,410,1610,"GasA",4,"Y","SBrkr",1610,0,0,1610,1,0,2,0,1,4,6,"Typ",2,"Attchd",77,"RFn",2,480,3,3,"Y",168,68,0,0,0,0,0,2,4,"WD","Normal",205000
60,"RL",77,9206,"Pave","Reg","Lvl","Inside",1,"SawyerW","Norm","Norm","1Fam","2Story",6,5,113,35,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,3,3,"CBlock",3,3,2,2,0,2,0,741,741,"GasA",3,"Y","SBrkr",977,755,0,1732,0,0,2,1,1,4,7,"Typ",1,"Attchd",85,"Fin",2,476,3,3,"Y",192,46,0,0,0,0,0,6,4,"WD","Normal",178000
90,"RL",64,7018,"Pave","Reg","Bnk","Inside",1,"SawyerW","Norm","Norm","Duplex","1Story",5,5,107,29,"Gable","CompShg","HdBoard","HdBoard","None",0,2,2,"Slab",2.692,3.01066666666667,2.67266666666667,3.066,0,2.394,0,0,0,"GasA",3,"Y","SBrkr",1535,0,0,1535,0,0,2,0,2,3,8,"Typ",0,"Attchd",79,"Unf",2,410,3,3,"Y",0,0,0,0,0,0,0,6,3,"WD","Alloca",118964
20,"RL",94,10402,"Pave","IR1","Lvl","Corner",1,"CollgCr","Norm","Norm","1Fam","1Story",7,5,137,59,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,2,2,0,2,0,1226,1226,"GasA",5,"Y","SBrkr",1226,0,0,1226,0,0,2,0,1,4,6,"Typ",0,"Attchd",109,"RFn",3,740,3,3,"Y",0,36,0,0,0,0,0,5,4,"WD","Normal",198900
50,"RM",66.7065,7758,"Pave","Reg","Lvl","Corner",1,"IDOTRR","Norm","Norm","1Fam","1.5Fin",7,4,59,0,"Gable","CompShg","Stucco","Stucco","BrkFace",600,2,2,"PConc",2,3,2,3,224,2,0,816,1040,"GasA",5,"Y","FuseF",1226,592,0,1818,0,0,1,1,1,3,7,"Typ",2,"Detchd",51,"Unf",1,240,3,3,"Y",0,0,0,0,184,0,0,6,1,"WD","Normal",169500
60,"FV",75,9375,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","1Fam","2Story",8,5,131,54,"Hip","CompShg","VinylSd","VinylSd","BrkFace",768,3,3,"PConc",4,3,2,2,0,2,0,1053,1053,"GasA",5,"Y","SBrkr",1053,939,0,1992,0,0,2,1,1,4,9,"Typ",1,"Attchd",103,"RFn",2,648,3,3,"Y",140,45,0,0,0,0,0,8,2,"WD","Normal",250000
30,"RM",60,10800,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","1Story",4,7,13,45,"Mansard","CompShg","VinylSd","VinylSd","None",0,2,3,"BrkTil",1,3,2,2,0,2,0,641,641,"GasA",4,"Y","SBrkr",1047,0,0,1047,0,0,1,0,1,3,6,"Typ",0,"Detchd",54,"Unf",1,273,2,2,"N",0,0,0,0,0,0,450,8,1,"WD","Normal",100000
20,"RM",50,6000,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","1Story",5,5,76,0,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",2,3,2,6,104,5,169,516,789,"GasA",5,"Y","SBrkr",789,0,0,789,0,0,1,0,1,3,5,"Typ",0,"Detchd",48,"Unf",1,250,3,3,"Y",0,0,0,0,0,0,0,4,2,"WD","Partial",115000
50,"RM",85,8500,"Pave","Reg","Lvl","Corner",1,"IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,47,55,"Gable","CompShg","CemntBd","CmentBd","None",0,2,3,"CBlock",2,3,2,2,0,2,0,793,793,"GasW",3,"N","FuseF",997,520,0,1517,0,0,2,0,1,2,7,"Typ",0,"Detchd",44.5722333333333,"Unf",0,0,2.722,2.731,"N",0,0,144,0,0,0,0,8,1,"WD","Normal",115000
20,"RL",105,11751,"Pave","IR1","Lvl","Inside",1,"NWAmes","Norm","Norm","1Fam","1Story",6,6,105,27,"Hip","CompShg","Plywood","Plywood","BrkFace",480,2,3,"CBlock",3,3,2,5,705,2,0,1139,1844,"GasA",5,"Y","SBrkr",1844,0,0,1844,0,0,2,0,1,3,7,"Typ",1,"Attchd",77,"RFn",2,546,3,3,"Y",0,122,0,0,0,0,0,1,4,"COD","Normal",190000
50,"RL",75,9525,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","1Fam","1.5Fin",6,4,82,22,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",2,2,2,4,444,2,0,550,994,"GasA",4,"Y","SBrkr",1216,639,0,1855,0,0,2,0,1,3,7,"Typ",0,"Attchd",54,"Unf",1,325,3,3,"Y",182,0,0,0,0,0,0,10,0,"WD","Normal",136900
80,"RL",67.5485,7750,"Pave","IR1","Lvl","Inside",1,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,128,50,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,2,7,250,2,0,134,384,"GasA",5,"Y","SBrkr",774,656,0,1430,0,0,2,1,1,3,7,"Typ",1,"BuiltIn",100,"Fin",2,400,3,3,"Y",180,0,0,0,0,0,0,4,4,"WD","Normal",180000
60,"RL",77,9965,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","2Story",7,5,135,57,"Gable","CompShg","VinylSd","VinylSd","Stone",220,3,3,"PConc",4,3,4,7,984,2,0,280,1264,"GasA",5,"Y","SBrkr",1282,1414,0,2696,1,0,2,1,1,5,10,"Typ",1,"BuiltIn",107,"Fin",3,792,3,3,"Y",120,184,0,0,168,0,0,10,1,"New","Partial",383970
20,"RL",98.7926666666667,21000,"Pave","Reg","Bnk","Corner",1,"Crawfor","Norm","Norm","1Fam","1Story",6,5,81,3,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",184,2,4,"CBlock",3,3,3,6,35,4,869,905,1809,"GasA",3,"Y","SBrkr",2259,0,0,2259,1,0,2,0,1,4,7,"Typ",2,"Basment",53,"Unf",2,450,3,3,"Y",166,120,192,0,0,0,0,10,1,"COD","Abnorml",217000
70,"RL",61,7259,"Pave","IR1","Lvl","Inside",2,"Crawfor","Norm","Norm","1Fam","2Story",6,8,73,52,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",2,3,2,6,774,3,150,104,1028,"GasA",5,"Y","SBrkr",1436,884,0,2320,1,0,2,1,1,4,9,"Typ",1,"Detchd",45,"Unf",1,180,3,3,"Y",224,0,0,0,0,0,0,7,1,"WD","Normal",259500
160,"FV",34,3230,"Pave","Reg","Lvl","Corner",1,"Somerst","Norm","Norm","TwnhsE","2Story",6,5,127,49,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1129,2,3,"PConc",3,3,2,7,419,2,0,310,729,"GasA",4,"Y","SBrkr",729,729,0,1458,0,0,2,1,1,3,5,"Typ",1,"Detchd",99,"Unf",2,440,3,3,"Y",0,32,0,0,0,0,0,6,1,"WD","Normal",176000
20,"RL",77.661,11616,"Pave","Reg","Lvl","Inside",1,"Sawyer","Norm","Norm","1Fam","1Story",5,5,90,12,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116,2,3,"CBlock",2,3,2,3,170,5,670,252,1092,"GasA",3,"Y","SBrkr",1092,0,0,1092,0,1,1,0,1,3,6,"Typ",1,"Attchd",62,"Unf",1,288,3,3,"Y",0,20,144,0,0,0,0,9,3,"WD","Normal",139000
20,"RL",74,8536,"Pave","Reg","Lvl","Corner",1,"Edwards","Norm","Norm","1Fam","1Story",5,5,134,57,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,2,2,0,2,0,1125,1125,"GasA",4,"Y","SBrkr",1125,0,0,1125,0,0,1,1,1,3,5,"Typ",0,"Attchd",107,"Unf",2,430,3,3,"Y",80,64,0,0,0,0,0,4,1,"New","Partial",155000
